Booking ID,Status,Activity / Add-On,First Name,Last Name,Tickets / Items,Purchase Date,Activity Date,Activity Time,Promotion Code,Voucher Code,Bookings,Guests,List Price,Discount,Customer Fees,Total,Payable To You,Your Net Revenue,Notes,Payout Date,Payout Transaction ID
B-RAYXYP9,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-02-23,2023-02-23,7:00pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.69,-$14.64,,,
B-RAYXYP9,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-02-16,2023-02-23,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-02-22,100536049683339
B-JEX86MX,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-02-15,2023-02-23,5:30pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.85,$8.25,,2023-02-21,100536049634060
B-8P9VRRE,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-02-24,2023-02-25,7:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-03-01,100536049974685
B-8P9VRRE,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-02-24,2023-02-25,7:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-03-01,100536049974685
B-8P9VRRE,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-02-24,2023-02-25,7:30pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.10,$1.96,,2023-03-01,100536049974685
B-P5YGR9Y,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-02-21,2023-02-25,3:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-02-24,100536049770140
B-4R57RYN,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-02-22,2023-02-25,5:30pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.43,$9.73,,2023-02-27,100536049847894
B-DPAR8KY,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-02-24,2023-02-25,8:30pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.88,$19.48,,2023-03-01,100536049974685
B-AG48AM9,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-02-03,2023-02-25,9:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-02-08,100536048637965
B-AG48AM9,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-02-03,2023-02-25,9:30pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-02-08,100536048637965
B-EJ3ZX94,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-02-13,2023-02-26,3:00pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.75,$16.55,,2023-02-16,100536049497261
B-DPA3Y4N,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-02-26,2023-02-27,4:00pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.90,$19.50,,2023-03-02,100536050029204
B-4R5M6MZ,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-02-25,2023-02-27,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-03-02,100536050029204
B-GJXK5K3,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-02-27,2023-02-27,5:00pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-03-02,100536050029204
B-AGANJPN,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-02-25,2023-02-27,6:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-03-02,100536050029204
B-77ND54V,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-03-02,2023-03-02,4:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-03-07,100536050253351
B-77ND54V,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-03-02,2023-03-02,4:00pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.89,$8.29,,2023-03-07,100536050253351
B-77ND54V,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-03-02,2023-03-02,4:00pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.91,$19.51,,2023-03-07,100536050253351
B-RA5KMKE,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-03-03,2023-03-03,7:00pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.90,$19.50,Happy Birthday Emily,2023-03-08,100536050301305
B-JEX4MJ4,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-02-28,2023-03-04,7:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-03-03,100536050090799
B-JEX4MJ4,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-02-28,2023-03-04,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-03-03,100536050090799
B-GJX43XG,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-03-02,2023-03-04,1:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-03-07,100536050253351
B-GJX43XG,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-03-02,2023-03-04,1:00pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-03-07,100536050253351
B-9X6RJND,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-02-28,2023-03-04,2:00pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.92,$19.52,happy birthday babe,2023-03-03,100536050090799
B-9X6RJND,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-02-28,2023-03-04,2:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.38,$29.28,happy birthday babe,2023-03-03,100536050090799
B-9X6RJND,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-02-28,2023-03-04,2:00pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.80,$16.60,happy birthday babe,2023-03-03,100536050090799
B-9X6RJND,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-02-28,2023-03-04,2:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,happy birthday babe,2023-03-03,100536050090799
B-JEGYN44,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-03-04,2023-03-04,9:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.36,$29.26,,2023-03-09,100536050339930
B-3Z3YRVZ,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-02-22,2023-03-04,2:00pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-02-27,100536049847894
B-4R5XDMD,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-03-03,2023-03-04,10:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-03-07,100536050253351
B-3ZJ6XE6,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-03-04,2023-03-04,3:15pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-03-09,100536050339930
B-3ZJ6XE6,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-03-03,2023-03-04,3:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-03-08,100536050301305
B-AGAE5G5,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-03-02,2023-03-04,3:00pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.75,$16.55,,2023-03-07,100536050253351
B-3ZJ7WZP,fulfilled,Color bomb,XXXXX,XXXXX,7x (1) Color Bomb,2023-03-05,2023-03-06,4:00pm,,,0,0,$59.50,$0.00,$7.77,$67.27,$62.37,$58.17,,2023-03-09,100536050339930
B-3ZJ7WZP,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-03-05,2023-03-06,4:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.44,$29.34,,2023-03-09,100536050339930
B-3ZJ7WZP,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-03-05,2023-03-06,4:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.72,$14.67,,2023-03-09,100536050339930
B-RA5A6XX,fulfilled,Water,XXXXX,XXXXX,4x Water,2023-03-06,2023-03-06,5:15pm,,,1,0,$4.00,$0.00,$0.52,$4.52,$4.20,$3.92,,2023-03-09,100536050339930
B-RA5A6XX,fulfilled,Large Item,XXXXX,XXXXX,3x Large Item,2023-03-06,2023-03-06,5:15pm,,,0,0,$45.00,$0.00,$5.85,$50.85,$47.13,$43.98,,2023-03-09,100536050339930
B-RA5A6XX,fulfilled,Color bomb,XXXXX,XXXXX,3x (1) Color Bomb,2023-03-06,2023-03-06,5:15pm,,,0,0,$25.50,$0.00,$3.33,$28.83,$26.73,$24.93,,2023-03-09,100536050339930
B-RA5A6XX,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-03-06,2023-03-06,5:15pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.94,$19.54,,2023-03-09,100536050339930
B-RA5A6XX,fulfilled,FUBAR Booster,XXXXX,XXXXX,3x BOOSTER,2023-03-06,2023-03-06,5:15pm,,,0,0,$90.00,$0.00,$11.70,$101.70,$94.27,$87.97,,2023-03-09,100536050339930
B-NZNGX53,fulfilled,Water,XXXXX,XXXXX,6x Water,2023-03-07,2023-03-07,8:15pm,,,1,0,$6.00,$0.00,$0.78,$6.78,$6.26,$5.84,,2023-03-10,100536050403410
B-NZNGX53,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-03-07,2023-03-07,8:15pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-03-10,100536050403410
B-JEGX5DA,fulfilled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-03-08,2023-03-08,8:45pm,,,0,0,$60.00,$0.00,$7.80,$67.80,$62.82,$58.62,,2023-03-13,100536050462463
B-JEGX5DA,fulfilled,Video,XXXXX,XXXXX,2x Video,2023-03-08,2023-03-08,8:45pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.41,$29.31,,2023-03-13,100536050462463
B-JEGX5DA,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-03-08,2023-03-08,8:45pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.80,$16.60,,2023-03-13,100536050462463
B-JEGX5DA,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-03-08,2023-03-08,8:45pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.41,$29.31,,2023-03-13,100536050462463
B-JEGX5DA,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-03-08,2023-03-08,8:45pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.10,$1.96,,2023-03-13,100536050462463
B-JEGX5DA,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-03-08,2023-03-08,8:45pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.71,$14.66,,2023-03-13,100536050462463
B-8PDY99R,confirmed,Video,XXXXX,XXXXX,1x Video,2023-03-06,2023-03-08,8:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.63,$14.58,,2023-03-09,100536050339930
B-RA54GJA,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-03-10,2023-03-10,9:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-03-15,100536050999615
B-RA54GJA,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-03-10,2023-03-10,9:00pm,,,0,0,$4.00,$0.00,$0.52,$4.52,$4.18,$3.90,,2023-03-15,100536050999615
B-RA54GJA,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-03-10,2023-03-10,9:00pm,,,0,0,$6.00,$0.00,$0.78,$6.78,$6.27,$5.85,,2023-03-15,100536050999615
B-RA54GJA,fulfilled,Video,XXXXX,XXXXX,2x Video,2023-03-10,2023-03-10,9:00pm,,,0,0,-$6.00,$0.00,-$0.78,-$6.78,-$6.26,-$5.84,,,
B-RA54GJA,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-03-10,2023-03-10,9:00pm,,,0,0,$6.00,$0.00,$0.78,$6.78,$6.26,$5.84,,,
B-55D555A,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-03-05,2023-03-10,5:00pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.43,$9.73,,2023-03-09,100536050339930
B-3ZJ8ZD4,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-03-09,2023-03-10,6:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,"Change to Fat Glass but still add the large item.
They did not pay a deposit so it can be done through square.",2023-03-14,100536050809291
B-ZG5JJKZ,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-03-10,2023-03-11,2:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-03-15,100536050999615
B-P56YJEM,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-03-08,2023-03-11,2:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-03-13,100536050462463
B-P56YJEM,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-03-08,2023-03-11,2:00pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-03-13,100536050462463
B-EJDPK63,fulfilled,Crate of Glass,XXXXX,XXXXX,4x 1 crate,2023-03-10,2023-03-11,12:15pm,,,1,0,$40.00,$0.00,$5.20,$45.20,$41.92,$39.12,,2023-03-15,100536050999615
B-EJDPK63,fulfilled,FUBAR Booster,XXXXX,XXXXX,4x BOOSTER,2023-03-10,2023-03-11,12:15pm,,,0,0,$120.00,$0.00,$15.60,$135.60,$125.72,$117.32,,2023-03-15,100536050999615
B-EJDPK63,fulfilled,Large Item,XXXXX,XXXXX,4x Large Item,2023-03-10,2023-03-11,12:15pm,,,0,0,$60.00,$0.00,$7.80,$67.80,$62.85,$58.65,,2023-03-15,100536050999615
B-EJDPK63,fulfilled,Color bomb,XXXXX,XXXXX,4x (1) Color Bomb,2023-03-10,2023-03-11,12:15pm,,,0,0,$34.00,$0.00,$4.44,$38.44,$35.64,$33.24,,2023-03-15,100536050999615
B-DPAWDNJ,confirmed,Video,XXXXX,XXXXX,1x Video,2023-03-02,2023-03-12,2:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-03-07,100536050253351
B-X9644X6,fulfilled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-03-13,2023-03-13,7:45pm,,,0,0,$60.00,$0.00,$4.20,$64.20,$62.86,$58.66,,2023-03-16,100536051084960
B-8PNJVPJ,confirmed,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-02-12,2023-03-13,4:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.36,$29.26,,2023-02-16,100536049497261
B-55D9JRA,confirmed,Water,XXXXX,XXXXX,Refund,2023-03-16,2023-03-14,9:30pm,,,0,0,-$3.00,$0.00,-$0.39,-$3.39,-$3.15,-$2.94,,2023-03-21,100536051280929
